date,division,inflation_yoy,inflation_mom
2025-03-01,10,2.2,0.5
2025-04-01,10,2.3,0.2
2025-05-01,10,2.2,0.2
2025-06-01,10,2.2,0.2
2025-07-01,10,2.2,0.2
2025-08-01,10,2.4,0.2
2025-09-01,10,2.4,0.0
2025-10-01,10,2.4,0.2
2025-11-01,10,2.6,0.2
2025-12-01,10,2.8,0.2
2026-01-01,10,3.2,0.7
2026-02-01,10,2.8,0.1
2026-03-01,10,2.5,0.2
2026-04-01,10,2.4,0.2
2026-05-01,10,2.2,0.1
2026-06-01,10,2.1,0.1
2018-02-01,11,,0.1
2018-03-01,11,,0.3
2018-04-01,11,,0.4
2018-05-01,11,,0.1
2018-06-01,11,,-0.8
2018-07-01,11,,0.0
2018-08-01,11,,0.2
2018-09-01,11,,0.5
2018-10-01,11,,0.2
2018-11-01,11,,0.2
2018-12-01,11,,0.2
2019-01-01,11,1.2,0.0
2019-02-01,11,1.3,0.2
2019-03-01,11,1.0,0.0
2019-04-01,11,0.8,0.2
2019-05-01,11,0.6,-0.2
2019-06-01,11,1.6,0.2
2019-07-01,11,1.7,0.1
2019-08-01,11,1.7,0.2
2019-09-01,11,1.5,0.2
2019-10-01,11,1.2,-0.1
2019-11-01,11,1.1,0.1
2019-12-01,11,1.1,0.2
2020-01-01,11,1.1,0.1
2020-02-01,11,1.1,0.2
2020-03-01,11,0.9,-0.2
2020-04-01,11,0.7,0.0
2020-05-01,11,1.0,0.2
2020-06-01,11,0.4,-0.4
2020-07-01,11,0.2,-0.2
2020-08-01,11,0.1,0.1
2020-09-01,11,0.0,0.2
2020-10-01,11,0.1,0.0
2020-11-01,11,0.0,0.0
2020-12-01,11,-0.2,0.0
2021-01-01,11,-0.1,0.2
2021-02-01,11,-0.3,-0.1
2021-03-01,11,0.0,0.1
2021-04-01,11,0.2,0.2
2021-05-01,11,0.1,0.1
2021-06-01,11,0.5,0.0
2021-07-01,11,0.7,0.1
2021-08-01,11,0.6,0.0
2021-09-01,11,0.3,-0.2
2021-10-01,11,0.6,0.3
2021-11-01,11,0.9,0.3
2021-12-01,11,1.3,0.4
2022-01-01,11,2.1,1.0
2022-02-01,11,2.6,0.4
2022-03-01,11,2.9,0.4
2022-04-01,11,3.2,0.4
2022-05-01,11,3.7,0.6
2022-06-01,11,5.0,1.3
2022-07-01,11,5.7,0.7
2022-08-01,11,6.4,0.6
2022-09-01,11,6.9,0.3
2022-10-01,11,6.8,0.3
2022-11-01,11,7.0,0.5
2022-12-01,11,7.4,0.7
2023-01-01,11,6.8,0.4
2023-02-01,11,7.4,0.9
2023-03-01,11,7.2,0.3
2023-04-01,11,6.6,-0.1
2023-05-01,11,6.6,0.5
2023-06-01,11,5.4,0.2
2023-07-01,11,5.1,0.3
2023-08-01,11,4.7,0.3
2023-09-01,11,4.4,0.1
2023-10-01,11,4.6,0.5
2023-11-01,11,4.3,0.1
2023-12-01,11,3.7,0.1
2024-01-01,11,3.2,-0.1
2024-02-01,11,2.9,0.6
2024-03-01,11,3.0,0.4
2024-04-01,11,3.5,0.3
2024-05-01,11,3.3,0.3
2024-06-01,11,3.3,0.3
2024-07-01,11,3.4,0.4
2024-08-01,11,3.2,0.1
2024-09-01,11,3.2,0.1
2024-10-01,11,2.8,0.1
2024-11-01,11,2.8,0.1
2024-12-01,11,2.9,0.3
2025-01-01,11,3.5,0.5
2025-02-01,11,3.5,0.6
2025-03-01,11,2.9,-0.1
2025-04-01,11,2.9,0.3
2025-05-01,11,3.0,0.4
2025-06-01,11,2.8,0.1
2025-07-01,11,3.1,0.8
2025-08-01,11,3.5,0.4
2025-09-01,11,3.3,-0.1
2025-10-01,11,3.4,0.2
2025-11-01,11,3.4,0.1
2025-12-01,11,3.1,0.0
2026-01-01,11,3.0,0.3
2026-02-01,11,2.5,0.1
2026-03-01,11,2.6,-0.1
2026-04-01,11,2.6,0.4
2026-05-01,11,2.5,0.3
2026-06-01,11,2.6,0.1
2018-02-01,12,,0.1
2018-03-01,12,,0.0
2018-04-01,12,,0.0
2018-05-01,12,,0.0
2018-06-01,12,,-2.6
2018-07-01,12,,0.0
2018-08-01,12,,0.0
2018-09-01,12,,0.4
2018-10-01,12,,0.5
2018-11-01,12,,0.0
2018-12-01,12,,0.0
2019-01-01,12,-1.5,0.1
2019-02-01,12,-1.6,0.0
2019-03-01,12,-1.6,0.0
2019-04-01,12,-1.6,0.0
2019-05-01,12,-1.6,0.0
2019-06-01,12,1.0,0.0
2019-07-01,12,1.0,0.0
2019-08-01,12,1.0,0.0
2019-09-01,12,0.6,0.0
2019-10-01,12,0.1,0.0
2019-11-01,12,0.1,0.0
2019-12-01,12,0.0,-0.1
2020-01-01,12,-0.1,0.0
2020-02-01,12,-0.1,0.0
2020-03-01,12,0.0,0.1
2020-04-01,12,0.0,0.0
2020-05-01,12,0.0,0.0
2020-06-01,12,0.0,0.0
2020-07-01,12,0.0,0.0
2020-08-01,12,0.0,0.0
2020-09-01,12,0.0,0.0
2020-10-01,12,0.0,0.0
2020-11-01,12,0.0,0.0
2020-12-01,12,0.1,0.0
2021-01-01,12,0.1,0.0
2021-02-01,12,0.1,0.0
2021-03-01,12,0.0,0.0
2021-04-01,12,0.0,0.0
2021-05-01,12,0.0,0.0
2021-06-01,12,0.0,0.0
2021-07-01,12,0.0,0.0
2021-08-01,12,0.0,0.0
2021-09-01,12,0.0,0.0
2021-10-01,12,0.0,0.0
2021-11-01,12,0.0,0.0
2021-12-01,12,0.0,0.0
2022-01-01,12,0.0,0.0
2022-02-01,12,0.0,0.0
2022-03-01,12,0.0,0.0
2022-04-01,12,0.0,0.0
2022-05-01,12,0.0,0.0
2022-06-01,12,0.3,0.3
2022-07-01,12,0.3,0.0
2022-08-01,12,0.3,0.0
2022-09-01,12,0.3,0.0
2022-10-01,12,0.3,0.0
2022-11-01,12,0.3,0.0
2022-12-01,12,0.3,0.0
2023-01-01,12,0.3,0.0
2023-02-01,12,0.4,0.1
2023-03-01,12,0.4,0.0
2023-04-01,12,0.4,0.0
2023-05-01,12,0.4,0.0
2023-06-01,12,0.1,0.0
2023-07-01,12,0.0,-0.1
2023-08-01,12,0.0,0.0
2023-09-01,12,0.0,0.0
2023-10-01,12,0.0,0.0
2023-11-01,12,0.0,0.0
2023-12-01,12,0.0,0.0
2024-01-01,12,0.0,0.0
2024-02-01,12,-0.1,0.0
2024-03-01,12,-0.1,0.0
2024-04-01,12,-0.1,0.0
2024-05-01,12,-0.1,0.0
2024-06-01,12,-0.1,0.0
2024-07-01,12,0.5,0.5
2024-08-01,12,0.5,0.0
2024-09-01,12,0.5,0.0
2024-10-01,12,0.5,0.0
2024-11-01,12,0.5,0.0
2024-12-01,12,0.5,0.0
2025-01-01,12,0.6,0.1
2025-02-01,12,1.5,0.8
2025-03-01,12,1.5,0.0
2025-04-01,12,1.5,0.0
2025-05-01,12,1.5,0.0
2025-06-01,12,1.5,0.0
2025-07-01,12,5.5,4.6
2025-08-01,12,5.6,0.1
2025-09-01,12,5.6,0.0
2025-10-01,12,5.6,0.0
2025-11-01,12,5.6,0.0
2025-12-01,12,5.6,0.0
2026-01-01,12,5.5,0.0
2026-02-01,12,4.7,0.0
2026-03-01,12,4.9,0.3
2026-04-01,12,4.9,0.0
2026-05-01,12,4.9,0.0
2026-06-01,12,5.7,0.8
2018-02-01,13,,-0.3
2018-03-01,13,,0.2
2018-04-01,13,,0.1
2018-05-01,13,,0.1
2018-06-01,13,,-3.1
2018-07-01,13,,-0.1
2018-08-01,13,,-0.2
2018-09-01,13,,0.2
2018-10-01,13,,0.3
2018-11-01,13,,0.2
2018-12-01,13,,0.0
2019-01-01,13,-2.4,0.4
2019-02-01,13,-2.2,-0.1
2019-03-01,13,-2.0,0.4
2019-04-01,13,-2.0,0.1
2019-05-01,13,-2.1,0.0
2019-06-01,13,1.4,0.3
2019-07-01,13,1.8,0.4
2019-08-01,13,2.5,0.5
2019-09-01,13,2.7,0.4
2019-10-01,13,2.2,-0.2
2019-11-01,13,2.5,0.4
2019-12-01,13,2.4,-0.1
2020-01-01,13,2.5,0.4
2020-02-01,13,2.5,-0.1
2020-03-01,13,2.6,0.4
2020-04-01,13,2.3,-0.2
2020-05-01,13,2.8,0.5
2020-06-01,13,3.0,0.4
2020-07-01,13,2.9,0.3
2020-08-01,13,3.1,0.7
2020-09-01,13,2.7,0.0
2020-10-01,13,2.8,-0.1
2020-11-01,13,2.3,-0.1
2020-12-01,13,2.2,-0.2
2021-01-01,13,1.8,0.1
2021-02-01,13,1.6,-0.3
2021-03-01,13,1.0,-0.2
2021-04-01,13,1.2,0.1
2021-05-01,13,0.7,0.0
2021-06-01,13,0.3,0.1
2021-07-01,13,0.1,0.0
2021-08-01,13,-0.6,0.0
2021-09-01,13,-0.5,0.1
2021-10-01,13,-0.2,0.3
2021-11-01,13,0.1,0.2
2021-12-01,13,0.4,0.2
2022-01-01,13,0.6,0.3
2022-02-01,13,1.1,0.2
2022-03-01,13,1.9,0.6
2022-04-01,13,1.8,0.0
2022-05-01,13,1.9,0.1
2022-06-01,13,2.2,0.4
2022-07-01,13,2.1,-0.1
2022-08-01,13,2.4,0.3
2022-09-01,13,2.4,0.1
2022-10-01,13,2.4,0.3
2022-11-01,13,2.6,0.3
2022-12-01,13,2.3,-0.1
2023-01-01,13,2.3,0.3
2023-02-01,13,2.5,0.3
2023-03-01,13,2.1,0.2
2023-04-01,13,2.5,0.4
2023-05-01,13,2.9,0.4
2023-06-01,13,2.7,0.2
2023-07-01,13,2.6,-0.2
2023-08-01,13,2.4,0.1
2023-09-01,13,2.5,0.2
2023-10-01,13,2.3,0.0
2023-11-01,13,2.3,0.4
2023-12-01,13,2.7,0.2
2024-01-01,13,2.5,0.1
2024-02-01,13,2.5,0.3
2024-03-01,13,2.6,0.4
2024-04-01,13,3.1,0.9
2024-05-01,13,3.0,0.3
2024-06-01,13,2.7,-0.1
2024-07-01,13,3.2,0.3
2024-08-01,13,3.2,0.1
2024-09-01,13,3.1,0.1
2024-10-01,13,3.4,0.2
2024-11-01,13,3.4,0.5
2024-12-01,13,3.2,0.0
2025-01-01,13,3.3,0.2
2025-02-01,13,3.7,0.7
2025-03-01,13,3.6,0.3
2025-04-01,13,4.1,1.3
2025-05-01,13,3.7,0.0
2025-06-01,13,4.2,0.4
2025-07-01,13,3.9,0.0
2025-08-01,13,4.0,0.2
2025-09-01,13,4.8,0.8
2025-10-01,13,6.0,1.4
2025-11-01,13,5.6,0.1
2025-12-01,13,5.7,0.1
2026-01-01,13,6.6,1.0
2026-02-01,13,6.9,1.0
2026-03-01,13,7.0,0.4
2026-04-01,13,4.8,-0.7
2026-05-01,13,4.8,-0.1
2026-06-01,13,3.4,-0.9
